date,store,salesperson,vehicle_type,sale_price,front_gross,back_gross,lead_source,status,days_in_inventory,stock_number,make,model,year,fi_products_sold,csi_score
2025-04-07,Store 9,SP_D,New,"$39,292","$2,570","$1,662",Phone,Pending,12,STK-00588,Cadillac,Envision,2024,0,0
2025-04-07,Store 9,SP_G,New,"$67,507","$1,800","$1,567",AutoTrader,Sold,23,STK-00589,Ford,F-150,2025,0,8
2025-04-07,Store 9,SP_H,New,"$43,794","$1,718","$1,956",Phone,Sold,32,STK-00590,Honda,Encore,2024,3,9.1
2025-04-07,Store 9,SP_C,New,"$38,459","$1,023",$855,CarGurus,Lost,8,STK-00591,Buick,Terrain,2025,0,0
2025-04-07,Store 9,SP_J,Used,"$16,750","$2,379",$811,Phone,Sold,25,STK-00592,Buick,Terrain,2020,2,8.5
2025-04-07,Store 9,SP_A,Used,"$33,049","$2,040","$1,704",Phone,Sold,1,STK-00593,Chevrolet,Equinox,2021,0,9.8
2025-04-07,Store 9,SP_I,Used,"$39,932","$3,624",$940,CarGurus,Sold,7,STK-00594,Chevrolet,Tahoe,2023,3,9.3
2025-04-07,Store 9,SP_C,Used,"$37,188","$2,919","$1,338",Email Campaign,Pending,6,STK-00595,Chevrolet,Equinox,2024,0,0
2025-04-07,Store 9,SP_G,New,"$39,403","$2,098","$1,415",Website,Sold,9,STK-00596,GMC,Encore,2024,1,9.6
2025-04-07,Store 10,SP_G,New,"$40,544",$965,"$1,175",AutoTrader,Pending,38,STK-00597,Chevrolet,Tahoe,2025,0,0
2025-04-07,Store 10,SP_B,New,"$39,692","$1,716","$1,391",Referral,Sold,24,STK-00598,Toyota,RAV4,2026,0,8.3
2025-04-07,Store 10,SP_F,New,"$66,910","$2,369",$790,Referral,Sold,107,STK-00599,Chevrolet,Silverado,2026,1,8.6
2025-04-07,Store 10,SP_F,New,"$66,355","$1,962","$1,967",Website,Sold,36,STK-00600,Buick,XT5,2024,1,8.8
2025-04-07,Store 10,SP_B,New,"$64,420","$2,172","$1,035",Repeat Customer,Sold,114,STK-00601,Buick,Pilot,2025,4,8.2
2025-04-07,Store 10,SP_E,Used,"$23,010","$3,583","$1,218",Facebook,Sold,1,STK-00602,Buick,Accord,2021,0,8.5
2025-04-07,Store 10,SP_E,New,"$34,154","$1,246","$1,366",Walk-In,Sold,47,STK-00603,Cadillac,Accord,2026,0,8
2025-04-07,Store 10,SP_G,Used,"$33,746","$1,590","$1,841",Walk-In,Lost,46,STK-00604,GMC,Terrain,2024,0,0
2025-04-07,Store 10,SP_B,New,"$53,782","$1,871","$1,652",Service Drive,Lost,46,STK-00605,Cadillac,Terrain,2026,0,0
2025-04-07,Store 10,SP_B,Used,"$24,014","$2,533","$1,745",Service Drive,Sold,4,STK-00606,Buick,Envision,2024,0,8.7
2025-04-07,Store 11,SP_F,Used,"$31,101","$1,293",$548,Referral,Sold,46,STK-00607,Ford,Explorer,2021,0,9.7
2025-04-07,Store 11,SP_B,Used,"$14,454","$1,115",$516,Website,Lost,8,STK-00608,Toyota,Tacoma,2022,0,0
2025-04-07,Store 11,SP_A,New,"$37,764","$1,093",$497,Referral,Pending,18,STK-00609,Ford,F-150,2024,0,0
2025-04-07,Store 11,SP_F,Used,"$17,463","$2,046",$288,Email Campaign,Sold,22,STK-00610,GMC,XT5,2022,4,9.9
2025-04-07,Store 11,SP_D,Used,"$34,240","$1,286",$409,Referral,Sold,10,STK-00611,Cadillac,Envision,2024,3,9.3
2025-04-07,Store 11,SP_B,Used,"$16,957","$1,883",$299,Phone,Pending,15,STK-00612,Cadillac,CR-V,2023,0,0
2025-04-07,Store 11,SP_B,New,"$43,748","$1,036",$360,Referral,Sold,4,STK-00613,Honda,XT5,2026,3,9.8
2025-04-07,Store 11,SP_F,New,"$28,516","$1,897",$370,Phone,Pending,3,STK-00614,Buick,Envision,2025,0,0
2025-04-07,Store 11,SP_A,Used,"$38,363",$842,$470,Walk-In,Sold,5,STK-00615,GMC,XT5,2023,0,8.7
2025-04-07,Store 11,SP_D,Used,"$28,672","$1,366",$127,Walk-In,Pending,55,STK-00616,Ford,Explorer,2024,0,0
2025-04-07,Store 11,SP_D,New,"$29,681",$890,$279,Service Drive,Pending,5,STK-00617,GMC,Pilot,2025,0,0
2025-04-07,Store 12,SP_G,New,"$30,738","$1,079",$710,Email Campaign,Sold,4,STK-00618,Buick,CR-V,2026,0,9.6
2025-04-07,Store 12,SP_F,New,"$40,899",$776,"$1,773",Walk-In,Sold,45,STK-00619,Cadillac,Envision,2024,3,9.6
2025-04-07,Store 12,SP_E,New,"$39,080","$1,191",$755,AutoTrader,Pending,28,STK-00620,Cadillac,Encore,2026,0,0
2025-04-07,Store 12,SP_E,New,"$36,891",$898,"$1,533",Repeat Customer,Sold,13,STK-00621,Buick,Pilot,2024,4,8.8
2025-04-07,Store 12,SP_E,New,"$62,074","$2,034","$1,336",CarGurus,Lost,27,STK-00622,GMC,XT5,2026,0,0
2025-04-07,Store 12,SP_E,New,"$40,565",$979,"$1,550",Walk-In,Sold,55,STK-00623,Chevrolet,Tahoe,2025,3,9.7
2025-04-07,Store 12,SP_D,Used,"$13,246","$2,669","$1,576",AutoTrader,Sold,19,STK-00624,Ford,F-150,2019,4,9.5
2025-04-07,Store 12,SP_F,New,"$30,472","$2,122","$1,415",Website,Sold,16,STK-00625,Cadillac,Encore,2024,4,9.6
2025-04-08,Store 1,SP_I,New,"$66,107","$1,340",$888,CarGurus,Sold,32,STK-00626,Cadillac,XT5,2026,3,9.1
2025-04-08,Store 1,SP_E,Used,"$28,355","$1,445","$1,004",CarGurus,Sold,113,STK-00627,Honda,Accord,2023,3,8.8
2025-04-08,Store 1,SP_B,Used,"$12,072","$3,235","$1,159",Walk-In,Sold,46,STK-00628,Toyota,Camry,2023,3,8.8
2025-04-08,Store 1,SP_G,New,"$56,498","$1,009",$793,Website,Pending,40,STK-00629,Buick,XT5,2025,0,0
2025-04-08,Store 1,SP_E,Used,"$30,422","$2,465","$1,117",Referral,Lost,45,STK-00630,Cadillac,Pilot,2019,0,0
2025-04-08,Store 1,SP_G,Used,"$29,740","$2,238","$1,241",CarGurus,Lost,45,STK-00631,Buick,Terrain,2021,0,0
2025-04-08,Store 1,SP_H,Used,"$25,055","$2,766","$2,158",Service Drive,Sold,3,STK-00632,Honda,Encore,2020,4,9.4
2025-04-08,Store 1,SP_G,New,"$43,340","$1,009",$955,Service Drive,Lost,22,STK-00633,GMC,Terrain,2024,0,0
2025-04-08,Store 1,SP_F,Used,"$15,321","$1,761","$1,127",Walk-In,Sold,3,STK-00634,Cadillac,XT5,2022,1,9.4
2025-04-08,Store 2,SP_C,Used,"$30,604","$2,961","$1,088",Service Drive,Sold,27,STK-00635,Honda,Terrain,2023,0,9.5
2025-04-08,Store 2,SP_A,Used,"$35,023","$1,831","$1,503",Service Drive,Lost,52,STK-00636,Cadillac,CR-V,2020,0,0
2025-04-08,Store 2,SP_E,New,"$41,160","$2,266","$1,971",Repeat Customer,Lost,38,STK-00637,Ford,F-150,2026,0,0
2025-04-08,Store 3,SP_I,Used,"$41,683","$2,525","$1,402",Service Drive,Lost,41,STK-00638,Chevrolet,Equinox,2023,0,0
2025-04-08,Store 3,SP_B,Used,"$36,543","$3,662","$1,443",CarGurus,Lost,30,STK-00639,GMC,Pilot,2024,0,0
2025-04-08,Store 3,SP_E,New,"$51,348","$2,443","$1,082",Walk-In,Sold,33,STK-00640,Chevrolet,Traverse,2026,4,9.9
2025-04-08,Store 3,SP_I,New,"$39,766","$1,239","$1,638",Facebook,Lost,51,STK-00641,Buick,Encore,2025,0,0
2025-04-08,Store 3,SP_C,Used,"$17,505","$3,168","$2,110",Service Drive,Lost,33,STK-00642,GMC,Pilot,2023,0,0
2025-04-08,Store 3,SP_I,New,"$36,697",$964,"$1,113",Repeat Customer,Pending,50,STK-00643,Buick,XT5,2025,0,0
2025-04-08,Store 3,SP_I,New,"$33,325","$1,791",$714,Service Drive,Sold,7,STK-00644,Toyota,Tacoma,2025,1,9
2025-04-08,Store 4,SP_E,Used,"$28,862",$428,"$1,594",Facebook,Pending,111,STK-00645,Toyota,RAV4,2022,0,0
2025-04-08,Store 4,SP_A,Used,"$37,307",$543,"$1,248",Phone,Sold,35,STK-00646,Honda,XT5,2021,1,9.9
2025-04-08,Store 4,SP_E,New,"$29,005",$340,"$1,473",Email Campaign,Lost,42,STK-00647,Honda,Pilot,2026,0,0
2025-04-08,Store 4,SP_E,Used,"$39,082",$764,"$1,188",Referral,Lost,27,STK-00648,Toyota,Tacoma,2023,0,0
2025-04-08,Store 4,SP_F,New,"$65,525",$507,$636,Repeat Customer,Sold,37,STK-00649,Buick,Encore,2025,1,9.5
2025-04-08,Store 4,SP_J,Used,"$35,205",$367,"$1,348",Repeat Customer,Lost,17,STK-00650,Ford,Escape,2021,0,0
2025-04-08,Store 5,SP_H,New,"$54,197","$2,522","$1,975",Phone,Sold,13,STK-00651,GMC,XT5,2025,0,8.1
2025-04-08,Store 5,SP_E,Used,"$40,841","$2,597","$2,074",CarGurus,Sold,46,STK-00652,Honda,Accord,2021,2,9.7
2025-04-08,Store 5,SP_J,Used,"$18,591","$2,108","$1,428",Website,Lost,1,STK-00653,Buick,Terrain,2019,0,0
2025-04-08,Store 6,SP_B,New,"$48,111","$1,743","$1,844",Facebook,Sold,34,STK-00654,Honda,Pilot,2025,4,9.3
2025-04-08,Store 6,SP_J,Used,"$38,996","$3,572","$1,278",Walk-In,Sold,20,STK-00655,Ford,F-150,2019,0,8.4
2025-04-08,Store 6,SP_G,New,"$31,152",$952,"$1,535",Repeat Customer,Lost,41,STK-00656,Chevrolet,Equinox,2024,0,0
2025-04-08,Store 6,SP_D,New,"$39,101","$1,219",$841,Repeat Customer,Sold,34,STK-00657,Buick,Pilot,2024,0,8.8
2025-04-08,Store 6,SP_G,New,"$28,893",$689,$746,Walk-In,Pending,50,STK-00658,Chevrolet,Silverado,2025,0,0
2025-04-08,Store 6,SP_A,Used,"$40,438","$2,367","$1,171",Repeat Customer,Lost,12,STK-00659,Chevrolet,Silverado,2021,0,0
2025-04-08,Store 6,SP_C,New,"$55,134","$1,798","$1,859",Facebook,Lost,6,STK-00660,Cadillac,Envision,2025,0,0
2025-04-08,Store 6,SP_J,New,"$36,781","$1,806",$980,Referral,Sold,53,STK-00661,Cadillac,CR-V,2026,3,8.9
2025-04-08,Store 7,SP_A,Used,"$25,888","$2,774","$2,040",CarGurus,Pending,20,STK-00662,Honda,Ridgeline,2021,0,0
2025-04-08,Store 7,SP_B,Used,"$14,097","$2,333","$2,023",Facebook,Lost,108,STK-00663,Buick,Accord,2024,0,0
2025-04-08,Store 7,SP_A,New,"$39,322","$1,897","$2,000",CarGurus,Sold,8,STK-00664,Buick,Envision,2024,3,9.5
2025-04-08,Store 7,SP_D,New,"$43,871","$1,505","$1,180",Email Campaign,Lost,45,STK-00665,Cadillac,Pilot,2025,0,0
2025-04-08,Store 7,SP_G,New,"$42,482",$690,"$1,697",CarGurus,Sold,53,STK-00666,Toyota,Tacoma,2025,0,8.3
2025-04-08,Store 7,SP_C,New,"$61,330","$2,230","$1,414",Referral,Pending,46,STK-00667,Ford,Escape,2026,0,0
2025-04-08,Store 8,SP_J,New,"$64,849",$636,"$1,431",Walk-In,Sold,17,STK-00668,Cadillac,Accord,2026,4,9.7
2025-04-08,Store 8,SP_I,Used,"$32,738","$2,549","$1,168",Walk-In,Lost,4,STK-00669,Chevrolet,Equinox,2024,0,0
2025-04-08,Store 8,SP_I,New,"$29,875",$779,"$1,142",AutoTrader,Pending,22,STK-00670,Cadillac,Ridgeline,2024,0,0
2025-04-08,Store 9,SP_C,New,"$28,557","$1,960",$989,AutoTrader,Pending,3,STK-00671,Buick,Terrain,2026,0,0
2025-04-08,Store 9,SP_I,Used,"$32,426","$3,104","$1,199",Walk-In,Sold,43,STK-00672,Buick,Encore,2020,2,9.7
2025-04-08,Store 9,SP_J,New,"$33,669","$2,015",$729,Service Drive,Lost,32,STK-00673,Cadillac,CR-V,2025,0,0
2025-04-08,Store 9,SP_E,Used,"$28,843","$1,959",$865,AutoTrader,Lost,42,STK-00674,Honda,Ridgeline,2019,0,0
2025-04-08,Store 9,SP_D,Used,"$13,333","$3,569","$2,190",Phone,Lost,7,STK-00675,Toyota,Tacoma,2024,0,0
2025-04-08,Store 9,SP_J,Used,"$24,260","$2,503","$1,931",Email Campaign,Sold,47,STK-00676,Cadillac,CR-V,2023,4,8.9
2025-04-08,Store 9,SP_G,New,"$40,128",$717,$914,Website,Pending,32,STK-00677,Toyota,Camry,2026,0,0
2025-04-08,Store 10,SP_D,New,"$30,336","$1,944","$1,742",Phone,Lost,2,STK-00678,Ford,Bronco,2026,0,0
2025-04-08,Store 10,SP_G,Used,"$20,069","$3,256","$1,739",CarGurus,Sold,7,STK-00679,GMC,XT5,2020,0,8.9
2025-04-08,Store 10,SP_H,Used,"$24,761","$2,172","$1,935",Repeat Customer,Lost,37,STK-00680,Buick,Ridgeline,2022,0,0
2025-04-08,Store 10,SP_I,New,"$48,938","$1,410","$1,075",Website,Lost,112,STK-00681,Honda,Terrain,2025,0,0
2025-04-08,Store 10,SP_J,New,"$57,388",$889,"$1,259",Email Campaign,Pending,12,STK-00682,GMC,Ridgeline,2026,0,0
2025-04-08,Store 10,SP_J,Used,"$23,452","$1,546","$1,406",Service Drive,Sold,1,STK-00683,GMC,Pilot,2023,4,8.2
2025-04-08,Store 10,SP_C,New,"$67,873","$1,103","$1,120",AutoTrader,Lost,4,STK-00684,Buick,Envision,2025,0,0
2025-04-08,Store 10,SP_A,New,"$62,637","$2,059",$795,Repeat Customer,Sold,13,STK-00685,GMC,Envision,2025,4,9.1
2025-04-08,Store 10,SP_J,Used,"$36,222","$2,698","$1,964",Phone,Lost,96,STK-00686,Cadillac,CR-V,2024,0,0
2025-04-08,Store 11,SP_C,Used,"$36,296","$1,920",$584,AutoTrader,Lost,36,STK-00687,Buick,Envision,2022,0,0
2025-04-08,Store 11,SP_G,Used,"$32,482","$1,085",$426,CarGurus,Lost,40,STK-00688,Chevrolet,Silverado,2022,0,0
2025-04-08,Store 11,SP_A,New,"$55,455","$1,297",$157,Website,Pending,3,STK-00689,Ford,Bronco,2026,0,0
2025-04-08,Store 12,SP_B,Used,"$24,821","$2,703","$2,193",Email Campaign,Pending,32,STK-00690,GMC,XT5,2022,0,0
2025-04-08,Store 12,SP_J,New,"$51,211","$1,905",$775,Email Campaign,Pending,44,STK-00691,Honda,Pilot,2026,0,0
2025-04-08,Store 12,SP_B,Used,"$34,358","$2,070",$987,Phone,Lost,43,STK-00692,GMC,Pilot,2019,0,0
2025-04-08,Store 12,SP_J,New,"$52,794",$648,"$1,685",Email Campaign,Sold,27,STK-00693,Ford,F-150,2024,3,8.9
2025-04-08,Store 12,SP_H,Used,"$12,596","$1,450","$1,152",Phone,Lost,45,STK-00694,Honda,CR-V,2019,0,0
2025-04-09,Store 1,SP_E,Used,"$18,389","$2,989","$1,216",Walk-In,Sold,16,STK-00695,Ford,Bronco,2021,1,8.9
2025-04-09,Store 1,SP_B,New,"$66,393",$678,"$1,323",AutoTrader,Lost,41,STK-00696,Honda,XT5,2026,0,0
2025-04-09,Store 1,SP_H,Used,"$41,098","$3,549","$1,833",CarGurus,Sold,44,STK-00697,Toyota,Camry,2019,2,9
2025-04-09,Store 1,SP_A,New,"$61,960","$2,033","$1,435",Repeat Customer,Sold,18,STK-00698,Buick,Envision,2025,0,8.7
2025-04-09,Store 2,SP_G,Used,"$29,663","$2,405","$1,493",Facebook,Sold,4,STK-00699,Cadillac,Pilot,2022,1,9
2025-04-09,Store 2,SP_H,Used,"$35,792","$3,337","$1,276",AutoTrader,Sold,2,STK-00700,Chevrolet,Silverado,2020,0,9.9
2025-04-09,Store 2,SP_B,Used,"$16,040","$3,439","$1,574",Phone,Lost,1,STK-00701,GMC,Pilot,2021,0,0
2025-04-09,Store 2,SP_C,Used,"$38,663","$3,183","$1,735",Phone,Sold,4,STK-00702,Ford,F-150,2020,0,8.6
2025-04-09,Store 2,SP_J,Used,"$39,682","$2,005","$2,031",Walk-In,Lost,14,STK-00703,Toyota,Camry,2019,0,0
2025-04-09,Store 2,SP_I,Used,"$30,573","$2,735","$1,323",Walk-In,Sold,53,STK-00704,GMC,Encore,2022,2,9.8
2025-04-09,Store 2,SP_F,Used,"$27,533","$3,466","$1,737",Website,Lost,11,STK-00705,Toyota,Highlander,2020,0,0
2025-04-09,Store 2,SP_B,Used,"$27,433","$2,500","$1,973",Walk-In,Pending,54,STK-00706,Chevrolet,Traverse,2022,0,0
2025-04-09,Store 3,SP_D,New,"$45,870","$2,205","$1,620",Referral,Sold,12,STK-00707,Ford,F-150,2025,0,8.3
2025-04-09,Store 3,SP_B,Used,"$17,179","$3,162",$847,Service Drive,Sold,25,STK-00708,Honda,Accord,2020,2,9.1
2025-04-09,Store 3,SP_J,Used,"$37,018","$1,635","$2,139",Facebook,Lost,30,STK-00709,Honda,Terrain,2020,0,0
2025-04-09,Store 3,SP_F,New,"$42,551",$884,"$1,628",Referral,Sold,38,STK-00710,Buick,Pilot,2026,4,8
2025-04-09,Store 3,SP_E,New,"$53,380","$2,019","$1,778",Walk-In,Lost,41,STK-00711,Buick,CR-V,2025,0,0
2025-04-09,Store 3,SP_G,Used,"$23,188","$2,295",$982,Facebook,Pending,19,STK-00712,Cadillac,Accord,2019,0,0
2025-04-09,Store 3,SP_A,Used,"$28,608",$-105,"$1,165",AutoTrader,Lost,54,STK-00713,GMC,Accord,2019,0,0
2025-04-09,Store 3,SP_G,New,"$52,563",$639,"$1,026",Phone,Lost,2,STK-00714,Chevrolet,Equinox,2025,0,0
2025-04-09,Store 3,SP_E,New,"$58,112",$802,"$1,168",Website,Sold,27,STK-00715,Toyota,Tacoma,2026,3,9.5
2025-04-09,Store 3,SP_I,New,"$49,211","$1,767",$931,Phone,Lost,51,STK-00716,Honda,Ridgeline,2025,0,0
2025-04-09,Store 4,SP_B,Used,"$37,733",$623,"$1,116",Facebook,Lost,9,STK-00717,Honda,XT5,2019,0,0
2025-04-09,Store 4,SP_E,New,"$49,819",$562,"$1,176",Referral,Lost,99,STK-00718,GMC,Ridgeline,2024,0,0
2025-04-09,Store 4,SP_F,Used,"$34,354",$431,$786,Email Campaign,Sold,36,STK-00719,Honda,CR-V,2020,1,9.3
2025-04-09,Store 4,SP_A,New,"$54,556",$206,$972,Phone,Sold,10,STK-00720,Chevrolet,Equinox,2026,0,8.2
2025-04-09,Store 4,SP_A,New,"$44,915",$566,$604,Walk-In,Sold,98,STK-00721,Buick,Terrain,2026,2,9.3
2025-04-09,Store 5,SP_A,Used,"$15,374","$2,179","$1,413",Email Campaign,Lost,42,STK-00722,Honda,Pilot,2021,0,0
2025-04-09,Store 5,SP_E,New,"$47,745",$609,$850,Website,Sold,27,STK-00723,Cadillac,XT5,2024,0,8.7
2025-04-09,Store 5,SP_I,Used,"$38,568","$3,172",$823,AutoTrader,Lost,30,STK-00724,Ford,Bronco,2019,0,0
2025-04-09,Store 5,SP_E,New,"$29,774","$1,374",$956,Service Drive,Pending,42,STK-00725,Ford,F-150,2024,0,0
2025-04-09,Store 5,SP_A,Used,"$27,293","$1,406","$2,096",Email Campaign,Sold,50,STK-00726,Toyota,Highlander,2022,3,9.2
2025-04-09,Store 5,SP_B,Used,"$22,608","$2,526","$1,776",Phone,Sold,43,STK-00727,Toyota,Camry,2019,3,8.7
2025-04-09,Store 6,SP_A,New,"$67,566","$2,081","$1,286",CarGurus,Sold,36,STK-00728,Toyota,Camry,2026,0,8.4
2025-04-09,Store 6,SP_D,Used,"$28,237","$2,549","$1,475",Website,Sold,33,STK-00729,Honda,Terrain,2022,2,9.5
2025-04-09,Store 6,SP_B,Used,"$32,645","$2,767","$1,882",Walk-In,Sold,26,STK-00730,GMC,Terrain,2023,2,9
2025-04-09,Store 6,SP_E,New,"$35,011","$1,389",$778,Website,Sold,37,STK-00731,Toyota,Tacoma,2025,4,8.7
2025-04-09,Store 6,SP_H,New,"$54,691","$1,266","$1,391",Website,Sold,35,STK-00732,Cadillac,Envision,2024,3,9.4
2025-04-09,Store 6,SP_J,New,"$62,807","$2,414","$1,250",Facebook,Sold,37,STK-00733,Ford,Bronco,2026,4,9.5
2025-04-09,Store 6,SP_G,New,"$42,339","$2,362","$1,546",Repeat Customer,Lost,41,STK-00734,Honda,Envision,2025,0,0
2025-04-09,Store 6,SP_B,New,"$62,198","$1,589","$1,938",Website,Pending,38,STK-00735,Ford,Bronco,2025,0,0
2025-04-09,Store 7,SP_F,New,"$28,297","$1,962",$846,AutoTrader,Lost,37,STK-00736,Buick,Accord,2024,0,0
2025-04-09,Store 7,SP_E,New,"$37,855","$2,094",$762,Service Drive,Sold,23,STK-00737,Buick,Pilot,2025,3,8.8
2025-04-09,Store 7,SP_E,New,"$42,063","$1,936","$1,838",Repeat Customer,Lost,24,STK-00738,Honda,Encore,2024,0,0
2025-04-09,Store 7,SP_J,New,"$45,477","$1,932","$1,669",CarGurus,Lost,27,STK-00739,Cadillac,Envision,2026,0,0
2025-04-09,Store 7,SP_F,Used,"$41,299","$1,977","$2,023",Phone,Lost,6,STK-00740,GMC,Envision,2020,0,0
2025-04-09,Store 7,SP_F,New,"$42,395","$2,600","$1,129",Service Drive,Pending,54,STK-00741,Buick,Terrain,2024,0,0
2025-04-09,Store 8,SP_I,Used,"$25,894","$1,429","$1,730",Facebook,Lost,21,STK-00742,Buick,Terrain,2020,0,0
2025-04-09,Store 8,SP_J,Used,"$16,517","$3,296",$850,Service Drive,Lost,46,STK-00743,Ford,F-150,2024,0,0
2025-04-09,Store 8,SP_H,New,"$64,866","$1,209","$1,762",Facebook,Pending,21,STK-00744,Buick,Pilot,2026,0,0
2025-04-09,Store 8,SP_H,New,"$49,695","$2,586","$1,566",CarGurus,Sold,49,STK-00745,Ford,Escape,2025,4,8.2
2025-04-09,Store 9,SP_G,Used,"$21,879","$3,507","$1,511",Referral,Lost,6,STK-00746,Ford,Escape,2021,0,0
2025-04-09,Store 9,SP_G,New,"$56,440","$1,938","$1,912",Repeat Customer,Pending,19,STK-00747,Cadillac,XT5,2026,0,0
2025-04-09,Store 9,SP_I,New,"$54,710",$984,"$1,940",Service Drive,Pending,26,STK-00748,Honda,Terrain,2025,0,0
2025-04-09,Store 9,SP_A,New,"$53,108","$2,175","$1,171",Website,Sold,12,STK-00749,Buick,Ridgeline,2026,4,10
2025-04-09,Store 9,SP_H,New,"$52,833","$1,878","$1,649",Service Drive,Sold,23,STK-00750,Ford,Escape,2026,2,9.4
2025-04-09,Store 10,SP_G,New,"$57,709","$1,716","$1,129",Repeat Customer,Lost,46,STK-00751,GMC,XT5,2025,0,0
2025-04-09,Store 10,SP_J,New,"$37,964","$2,088",$924,Email Campaign,Sold,16,STK-00752,Toyota,Highlander,2025,2,8
2025-04-09,Store 10,SP_A,New,"$55,454",$820,"$1,153",Service Drive,Lost,45,STK-00753,GMC,XT5,2026,0,0
2025-04-09,Store 10,SP_D,Used,"$13,633","$1,712","$1,480",Referral,Pending,25,STK-00754,Ford,Bronco,2020,0,0
2025-04-09,Store 10,SP_B,New,"$38,589","$1,720","$1,232",Repeat Customer,Sold,16,STK-00755,Ford,F-150,2026,2,9.4
2025-04-09,Store 10,SP_I,Used,"$12,425","$1,917",$900,Service Drive,Lost,92,STK-00756,Buick,Encore,2024,0,0
2025-04-09,Store 10,SP_E,New,"$52,688","$1,031",$954,Website,Sold,16,STK-00757,Toyota,Highlander,2026,4,8.9
2025-04-09,Store 10,SP_J,New,"$37,568","$2,230","$1,896",Referral,Lost,48,STK-00758,GMC,Encore,2024,0,0
2025-04-09,Store 10,SP_D,New,"$61,434",$760,"$1,670",AutoTrader,Sold,17,STK-00759,Honda,Accord,2026,2,9.7
2025-04-09,Store 11,SP_D,New,"$65,308","$2,200",$264,Email Campaign,Lost,6,STK-00760,Chevrolet,Equinox,2025,0,0
2025-04-09,Store 11,SP_B,New,"$31,092","$1,706",$174,Facebook,Sold,14,STK-00761,Chevrolet,Traverse,2024,1,8.5
2025-04-09,Store 11,SP_J,New,"$30,663","$1,777",$484,Walk-In,Lost,47,STK-00762,Buick,Envision,2026,0,0
2025-04-09,Store 11,SP_B,Used,"$15,867",$897,$297,Facebook,Sold,54,STK-00763,Buick,Encore,2022,4,9.5
2025-04-09,Store 11,SP_C,Used,"$25,745","$1,231",$105,Email Campaign,Pending,30,STK-00764,Toyota,Camry,2019,0,0
2025-04-09,Store 11,SP_G,New,"$37,784","$1,740",$311,Walk-In,Pending,8,STK-00765,Honda,CR-V,2024,0,0
2025-04-09,Store 11,SP_I,Used,"$31,361","$1,327",$571,CarGurus,Lost,29,STK-00766,Ford,Explorer,2024,0,0
2025-04-09,Store 11,SP_E,New,"$51,020",$938,$359,Referral,Sold,35,STK-00767,Toyota,Highlander,2024,4,8.6
2025-04-09,Store 11,SP_A,New,"$57,875","$2,153",$181,AutoTrader,Sold,17,STK-00768,Honda,Ridgeline,2025,2,8.8
2025-04-09,Store 11,SP_H,New,"$36,499","$1,160",$507,Referral,Sold,16,STK-00769,Buick,Envision,2025,0,9.8
2025-04-09,Store 12,SP_H,New,"$53,132","$2,073","$1,482",Repeat Customer,Sold,2,STK-00770,GMC,Pilot,2025,2,8.8
2025-04-09,Store 12,SP_H,Used,"$34,801","$1,869",$992,Service Drive,Sold,11,STK-00771,Cadillac,Envision,2021,4,8
2025-04-09,Store 12,SP_G,New,"$45,668","$1,245","$1,451",Referral,Sold,4,STK-00772,Chevrolet,Equinox,2025,2,9.1
2025-04-09,Store 12,SP_B,New,"$47,169","$1,852","$1,082",AutoTrader,Pending,2,STK-00773,GMC,Encore,2026,0,0
2025-04-09,Store 12,SP_I,New,"$35,960","$2,024","$1,909",Service Drive,Sold,3,STK-00774,Chevrolet,Equinox,2025,0,9.1
2025-04-09,Store 12,SP_I,New,"$54,522","$1,477",$973,Walk-In,Sold,50,STK-00775,Honda,Ridgeline,2024,4,8.7
2025-04-09,Store 12,SP_C,New,"$59,595","$1,743","$1,046",Walk-In,Sold,35,STK-00776,Chevrolet,Tahoe,2024,3,8.1
2025-04-10,Store 1,SP_H,New,"$67,277","$2,145",$865,CarGurus,Lost,50,STK-00777,Ford,Escape,2024,0,0
2025-04-10,Store 1,SP_G,Used,"$26,074","$3,381","$2,011",Facebook,Pending,49,STK-00778,Cadillac,Ridgeline,2022,0,0
2025-04-10,Store 1,SP_C,New,"$38,554","$2,434","$1,116",Facebook,Lost,22,STK-00779,Toyota,RAV4,2024,0,0
2025-04-10,Store 2,SP_H,Used,"$12,675","$2,118","$1,877",AutoTrader,Sold,35,STK-00780,Cadillac,Pilot,2023,2,8
2025-04-10,Store 2,SP_C,New,"$63,106","$1,261","$1,158",Referral,Pending,45,STK-00781,Cadillac,Ridgeline,2025,0,0
2025-04-10,Store 2,SP_D,New,"$57,266",$661,"$1,751",Referral,Sold,30,STK-00782,Chevrolet,Equinox,2025,1,8.8
2025-04-10,Store 3,SP_J,Used,"$21,169","$2,502",$926,Service Drive,Pending,50,STK-00783,Ford,F-150,2023,0,0
2025-04-10,Store 3,SP_G,Used,"$35,512","$3,626","$1,093",Walk-In,Sold,52,STK-00784,Toyota,Camry,2019,0,9.5
2025-04-10,Store 3,SP_J,New,"$48,142",$-281,$764,AutoTrader,Lost,18,STK-00785,Honda,XT5,2024,0,0
2025-04-10,Store 3,SP_F,Used,"$15,986","$2,693","$1,453",Referral,Lost,16,STK-00786,GMC,Ridgeline,2019,0,0
2025-04-10,Store 3,SP_I,Used,"$19,845","$1,943","$1,010",Website,Lost,16,STK-00787,Chevrolet,Tahoe,2019,0,0
