date,store,salesperson,vehicle_type,sale_price,front_gross,back_gross,lead_source,status,days_in_inventory,stock_number,make,model,year,fi_products_sold,csi_score
2025-04-21,Store 10,SP_I,New,"$37,582","$2,208",$355,Repeat Customer,Sold,41,STK-00541,GMC,Escape,2026,1,9.1
2025-04-21,Store 10,SP_D,Used,"$16,110","$2,623","$2,059",Email Campaign,Sold,75,STK-00542,Honda,CR-V,2021,3,9.1
2025-04-21,Store 11,SP_H,New,"$35,322","$1,536","$2,112",Repeat Customer,Lost,12,STK-00543,Cadillac,Sierra,2026,0,0
2025-04-21,Store 12,SP_J,New,"$40,619","$1,456","$1,025",Service Drive,Pending,4,STK-00544,Toyota,Terrain,2026,0,8.1
2025-04-21,Store 2,SP_G,New,"$35,350","$1,024","$1,159",Phone,Pending,41,STK-00545,Toyota,Malibu,2025,0,0
2025-04-21,Store 3,SP_B,New,"$68,259","$3,212","$1,997",Website,Sold,10,STK-00546,Chevrolet,Camry,2024,2,9.6
2025-04-21,Store 3,SP_H,Used,"$33,884","$1,650",$345,Email Campaign,Sold,117,STK-00547,GMC,Silverado,2021,1,9.4
2025-04-21,Store 5,SP_J,Used,"$32,710","$2,537",$747,Walk-In,Pending,39,STK-00548,Ford,Sierra,2023,0,0
2025-04-21,Store 5,SP_I,Used,"$11,752","$1,795","$1,010",Email Campaign,Sold,27,STK-00549,GMC,Malibu,2019,1,9.9
2025-04-21,Store 6,SP_A,New,"$42,451",$898,"$2,130",Walk-In,Sold,15,STK-00550,Honda,Traverse,2026,3,9.3
2025-04-21,Store 7,SP_F,New,"$65,312",$986,"$2,141",Email Campaign,Sold,65,STK-00551,Toyota,Escape,2025,1,9.7
2025-04-21,Store 7,SP_C,Used,"$21,916","$3,512",$750,AutoTrader,Sold,91,STK-00552,Ford,Tahoe,2021,1,8.4
2025-04-21,Store 8,SP_B,New,"$41,917","$2,725",$725,Repeat Customer,Sold,9,STK-00553,Ford,F-150,2024,3,9.5
2025-04-21,Store 8,SP_H,Used,"$31,085",$961,$665,Repeat Customer,Sold,42,STK-00554,Cadillac,Accord,2021,1,8.8
2025-04-21,Store 9,SP_D,New,"$32,212","$1,298","$1,249",Website,Sold,55,STK-00555,Toyota,Highlander,2025,3,8.3
2025-04-21,Store 9,SP_B,New,"$31,406","$1,850",$925,Service Drive,Sold,53,STK-00556,Buick,Escape,2026,3,9.3
2025-04-21,Store 9,SP_H,New,"$61,853","$3,085","$1,031",AutoTrader,Sold,7,STK-00557,Cadillac,Equinox,2024,4,9.3
2025-04-21,Store 9,SP_F,Used,"$24,902","$1,645",$544,Service Drive,Sold,89,STK-00558,Honda,Highlander,2020,1,9.8
2025-04-21,Store 9,SP_H,Used,"$32,022",$614,"$1,727",Referral,Pending,63,STK-00559,Ford,Yukon,2023,0,8.3
2025-04-21,Store 9,SP_G,Used,"$30,265",$470,"$1,721",Facebook,Pending,100,STK-00560,GMC,CR-V,2024,0,9.6
2025-04-22,Store 10,SP_F,New,"$42,165","$2,133","$1,621",Phone,Sold,29,STK-00561,Toyota,Encore,2025,1,9.6
2025-04-22,Store 10,SP_H,New,"$29,784","$1,835","$1,022",Phone,Sold,51,STK-00562,Cadillac,XT5,2025,2,9.6
2025-04-22,Store 11,SP_C,New,"$45,861","$1,507",$798,Website,Pending,11,STK-00563,Cadillac,XT5,2026,0,0
2025-04-22,Store 11,SP_E,Used,"$31,974","$3,270","$2,181",Referral,Pending,127,STK-00564,Toyota,Silverado,2023,0,0
2025-04-22,Store 11,SP_J,New,"$60,883","$3,731","$1,051",Service Drive,Sold,118,STK-00565,GMC,Silverado,2024,1,9.2
2025-04-22,Store 12,SP_F,Used,"$11,051","$3,479","$1,072",AutoTrader,Lost,10,STK-00566,GMC,Highlander,2020,0,8.9
2025-04-22,Store 12,SP_I,New,"$43,900","$1,881",$694,Facebook,Pending,25,STK-00567,Buick,RAV4,2025,0,0
2025-04-22,Store 12,SP_A,Used,"$14,008","$2,662","$1,267",Walk-In,Sold,128,STK-00568,Honda,Pilot,2022,4,8.6
2025-04-22,Store 2,SP_J,Used,"$25,459","$2,740","$1,500",Facebook,Sold,95,STK-00569,Toyota,Tahoe,2024,3,8.6
2025-04-22,Store 2,SP_E,Used,"$23,710","$2,824","$2,111",Phone,Sold,27,STK-00570,Ford,Camry,2023,0,8.5
2025-04-22,Store 2,SP_E,Used,"$23,083","$2,881",$727,Website,Sold,94,STK-00571,GMC,Envision,2020,3,8.9
2025-04-22,Store 3,SP_B,Used,"$26,035","$3,320",$818,Service Drive,Sold,81,STK-00572,Honda,Terrain,2020,3,9.5
2025-04-22,Store 4,SP_F,Used,"$15,187","$2,270","$2,071",AutoTrader,Pending,13,STK-00573,GMC,RAV4,2023,0,9.4
2025-04-22,Store 4,SP_I,New,"$23,109","$2,450","$1,014",AutoTrader,Pending,5,STK-00574,GMC,Pilot,2025,0,0
2025-04-22,Store 5,SP_F,New,"$61,146","$3,528","$1,014",Email Campaign,Pending,79,STK-00575,Toyota,Traverse,2025,0,0
2025-04-22,Store 5,SP_B,New,"$31,805",$569,"$1,948",AutoTrader,Pending,9,STK-00576,GMC,Envision,2024,0,9.1
2025-04-22,Store 5,SP_G,New,"$65,859","$2,682","$1,315",Phone,Sold,4,STK-00577,Toyota,Bronco,2025,0,8.8
2025-04-22,Store 6,SP_H,New,"$22,142",$939,$954,Referral,Pending,8,STK-00578,Buick,Bronco,2026,0,0
2025-04-22,Store 7,SP_I,New,"$68,581",$826,$561,Repeat Customer,Sold,4,STK-00579,Honda,Traverse,2024,4,9.3
2025-04-22,Store 8,SP_I,New,"$35,056","$3,034",$413,Phone,Sold,95,STK-00580,Toyota,Encore,2024,4,9.5
2025-04-22,Store 8,SP_J,Used,"$45,692","$3,708","$1,403",Facebook,Sold,101,STK-00581,Cadillac,Camry,2023,2,8.6
2025-04-22,Store 8,SP_C,Used,"$26,462",$936,"$1,031",Email Campaign,Sold,71,STK-00582,Honda,Equinox,2023,3,8.5
2025-04-22,Store 9,SP_A,New,"$22,185","$2,995",$529,Walk-In,Sold,66,STK-00583,Buick,Equinox,2026,3,8.6
2025-04-22,Store 9,SP_G,New,"$41,373",$858,"$1,799",Walk-In,Pending,117,STK-00584,Cadillac,Tahoe,2024,0,0
2025-04-22,Store 9,SP_I,Used,"$25,062",$972,"$1,295",CarGurus,Pending,115,STK-00585,GMC,Envision,2019,0,9.4
2025-04-23,Store 1,SP_F,New,"$66,958","$2,673",$933,Email Campaign,Pending,50,STK-00586,Honda,Accord,2026,0,0
2025-04-23,Store 1,SP_D,New,"$61,999","$1,029",$948,Email Campaign,Sold,11,STK-00587,Buick,XT5,2026,0,8.4
2025-04-23,Store 1,SP_E,Used,"$38,584","$2,335",$771,Repeat Customer,Sold,40,STK-00588,GMC,Malibu,2021,0,9.9
2025-04-23,Store 10,SP_G,Used,"$33,280","$3,765","$1,029",Service Drive,Sold,33,STK-00589,Honda,Sierra,2020,2,8.8
2025-04-23,Store 10,SP_A,Used,"$31,762","$1,763",$805,Facebook,Pending,75,STK-00590,Buick,CR-V,2023,0,9.9
2025-04-23,Store 10,SP_I,New,"$61,874",$875,$524,Service Drive,Sold,87,STK-00591,Honda,Encore,2024,2,9.9
2025-04-23,Store 11,SP_E,Used,"$28,973","$1,274",$353,AutoTrader,Sold,88,STK-00592,Buick,Highlander,2020,0,9.7
2025-04-23,Store 11,SP_D,Used,"$46,058","$1,096",$588,Website,Pending,72,STK-00593,Toyota,Terrain,2024,0,0
2025-04-23,Store 12,SP_A,Used,"$15,297","$1,596",$905,AutoTrader,Lost,37,STK-00594,Chevrolet,Bronco,2019,0,0
2025-04-23,Store 12,SP_J,New,"$57,773","$3,656",$414,Website,Sold,98,STK-00595,Chevrolet,Pilot,2025,1,8.5
2025-04-23,Store 2,SP_A,Used,"$32,051","$1,177",$443,CarGurus,Pending,116,STK-00596,Cadillac,Accord,2021,0,0
2025-04-23,Store 2,SP_C,Used,"$39,657","$2,195","$1,360",Walk-In,Sold,55,STK-00597,GMC,Equinox,2023,2,9.6
2025-04-23,Store 3,SP_F,New,"$58,045","$1,715",$433,CarGurus,Lost,5,STK-00598,Toyota,Accord,2026,0,0
2025-04-23,Store 3,SP_H,New,"$68,846","$1,494","$1,608",Email Campaign,Sold,28,STK-00599,Honda,Silverado,2024,2,8.2
2025-04-23,Store 3,SP_D,Used,"$18,571","$1,989",$813,AutoTrader,Lost,62,STK-00600,Cadillac,Tahoe,2019,0,0
2025-04-23,Store 4,SP_D,Used,"$25,316","$3,171",$438,Referral,Sold,38,STK-00601,Honda,CR-V,2020,3,8.5
2025-04-23,Store 5,SP_G,New,"$49,882","$3,264",$575,Service Drive,Sold,67,STK-00602,Honda,Yukon,2025,2,8.4
2025-04-23,Store 5,SP_A,New,"$40,024","$1,972","$2,120",Service Drive,Sold,22,STK-00603,Toyota,Tahoe,2026,1,8.4
2025-04-23,Store 5,SP_G,New,"$29,671","$3,063","$1,752",Referral,Sold,85,STK-00604,Ford,Camry,2026,2,8.7
2025-04-23,Store 5,SP_G,New,"$37,377","$2,674","$2,061",Referral,Pending,29,STK-00605,Chevrolet,XT5,2025,0,0
2025-04-23,Store 5,SP_I,New,"$67,900",$694,$735,Repeat Customer,Pending,5,STK-00606,Honda,CR-V,2026,0,0
2025-04-23,Store 5,SP_F,Used,"$47,695","$2,421","$1,887",Facebook,Lost,58,STK-00607,Ford,XT5,2019,0,8.9
2025-04-23,Store 6,SP_D,Used,"$29,145","$2,623","$2,169",Walk-In,Sold,96,STK-00608,Toyota,Yukon,2019,2,9.5
2025-04-23,Store 6,SP_B,Used,"$29,997","$1,951",$317,Walk-In,Lost,102,STK-00609,Chevrolet,Tahoe,2024,0,0
2025-04-23,Store 7,SP_B,Used,"$41,725","$1,301",$771,Email Campaign,Pending,81,STK-00610,Ford,Traverse,2020,0,0
2025-04-23,Store 7,SP_D,New,"$56,577","$3,119",$552,AutoTrader,Sold,22,STK-00611,Honda,XT5,2024,2,8.9
2025-04-23,Store 8,SP_C,Used,"$32,408","$1,795",$364,AutoTrader,Sold,83,STK-00612,GMC,Terrain,2022,2,9.0
2025-04-23,Store 8,SP_H,Used,"$42,437","$2,944",$681,Service Drive,Sold,129,STK-00613,Honda,Highlander,2024,4,9.4
2025-04-23,Store 8,SP_I,Used,"$16,362",$486,"$1,148",CarGurus,Lost,44,STK-00614,Cadillac,Envision,2023,0,9.1
2025-04-23,Store 8,SP_H,Used,"$33,255","$3,161",$516,CarGurus,Sold,107,STK-00615,Chevrolet,XT5,2019,2,8.3
2025-04-23,Store 8,SP_F,New,"$64,305","$2,921",$980,Service Drive,Pending,24,STK-00616,Honda,Camry,2026,0,0
2025-04-23,Store 9,SP_G,Used,"$33,742",$957,"$1,253",Phone,Sold,57,STK-00617,Honda,Highlander,2020,1,8.5
2025-04-23,Store 9,SP_G,Used,"$31,053","$2,452",$412,Email Campaign,Sold,53,STK-00618,Cadillac,Envision,2020,3,9.9
2025-04-23,Store 9,SP_H,New,"$69,443","$2,228","$1,822",Service Drive,Pending,80,STK-00619,Toyota,CR-V,2024,0,0
2025-04-24,Store 1,SP_H,New,"$54,628","$2,238","$1,273",Email Campaign,Lost,92,STK-00620,GMC,Tahoe,2024,0,10.0
2025-04-24,Store 1,SP_D,Used,"$25,206","$1,886",$597,Email Campaign,Sold,123,STK-00621,Toyota,Terrain,2020,0,8.3
2025-04-24,Store 1,SP_H,New,"$73,803","$2,595",$598,Walk-In,Sold,115,STK-00622,GMC,XT5,2024,1,9.4
2025-04-24,Store 10,SP_C,New,"$74,978","$2,603",$554,Walk-In,Sold,114,STK-00623,Ford,RAV4,2025,4,9.2
2025-04-24,Store 10,SP_E,Used,"$23,585","$1,712","$2,105",Website,Sold,127,STK-00624,Toyota,Bronco,2019,3,9.1
2025-04-24,Store 10,SP_A,New,"$63,207","$3,144","$1,472",Email Campaign,Sold,64,STK-00625,Cadillac,Escape,2025,3,9.7
2025-04-24,Store 10,SP_D,New,"$52,371","$2,367","$1,186",Email Campaign,Sold,43,STK-00626,Chevrolet,Accord,2025,2,8.1
2025-04-24,Store 10,SP_D,New,"$47,532","$1,370",$780,Walk-In,Sold,78,STK-00627,Chevrolet,Highlander,2026,2,9.3
2025-04-24,Store 10,SP_E,New,"$45,279","$2,778","$2,014",AutoTrader,Pending,5,STK-00628,Toyota,Envision,2026,0,0
2025-04-24,Store 12,SP_I,New,"$53,791","$2,926",$788,Service Drive,Pending,52,STK-00629,GMC,F-150,2026,0,8.7
2025-04-24,Store 12,SP_A,Used,"$29,010","$1,487",$721,Email Campaign,Pending,34,STK-00630,GMC,Encore,2021,0,0
2025-04-24,Store 2,SP_B,New,"$61,817",$555,"$1,666",AutoTrader,Sold,128,STK-00631,Ford,Malibu,2025,2,9.3
2025-04-24,Store 2,SP_B,Used,"$34,554","$2,759",$567,Walk-In,Sold,96,STK-00632,Ford,Bronco,2019,3,9.7
2025-04-24,Store 2,SP_E,New,"$63,074","$1,680","$1,691",Email Campaign,Sold,13,STK-00633,Cadillac,Pilot,2026,4,8.6
2025-04-24,Store 3,SP_I,Used,"$40,376","$1,205","$1,029",Email Campaign,Sold,85,STK-00634,Honda,Camry,2024,0,9.0
2025-04-24,Store 3,SP_C,Used,"$16,884","$1,227",$728,Email Campaign,Sold,84,STK-00635,Chevrolet,Envision,2022,3,8.3
2025-04-24,Store 3,SP_G,New,"$43,496","$2,802","$1,834",Facebook,Lost,56,STK-00636,GMC,Accord,2025,0,0
2025-04-24,Store 3,SP_A,Used,"$45,734","$1,527",$606,CarGurus,Sold,73,STK-00637,Buick,Encore,2024,3,8.4
2025-04-24,Store 3,SP_C,New,"$43,038","$3,623","$1,007",Walk-In,Lost,67,STK-00638,Buick,CR-V,2025,0,0
2025-04-24,Store 4,SP_A,New,"$24,536","$1,749","$1,538",Facebook,Sold,121,STK-00639,Toyota,Silverado,2026,2,9.2
2025-04-24,Store 4,SP_B,New,"$59,986",$562,"$1,954",Repeat Customer,Sold,36,STK-00640,Honda,Camry,2026,3,9.2
2025-04-24,Store 4,SP_G,Used,"$16,057",$903,$642,Facebook,Pending,109,STK-00641,GMC,Sierra,2022,0,0
2025-04-24,Store 5,SP_I,New,"$67,200","$2,300","$1,443",Website,Pending,92,STK-00642,Chevrolet,RAV4,2025,0,9.7
2025-04-24,Store 5,SP_E,Used,"$25,325","$3,687","$1,731",CarGurus,Sold,84,STK-00643,Toyota,CR-V,2024,3,8.8
2025-04-24,Store 5,SP_D,New,"$43,900",$452,$788,Repeat Customer,Sold,13,STK-00644,Ford,Escape,2026,1,8.3
2025-04-24,Store 7,SP_F,Used,"$47,483","$1,159","$1,026",Referral,Sold,39,STK-00645,Honda,Escape,2021,2,8.5
2025-04-24,Store 8,SP_E,Used,"$39,046",$566,"$1,633",Website,Sold,91,STK-00646,Buick,Camry,2019,2,8.5
2025-04-24,Store 8,SP_C,New,"$63,209","$2,743",$487,Email Campaign,Lost,33,STK-00647,GMC,Encore,2025,0,0
2025-04-24,Store 8,SP_D,Used,"$21,205","$2,405","$1,702",Service Drive,Sold,78,STK-00648,Toyota,F-150,2023,4,9.4
2025-04-24,Store 9,SP_A,New,"$31,678","$2,674","$2,113",AutoTrader,Sold,58,STK-00649,Toyota,F-150,2025,3,8.8
2025-04-24,Store 9,SP_H,New,"$28,673","$1,759",$837,Service Drive,Sold,118,STK-00650,Honda,Yukon,2026,0,8.9
2025-04-25,Store 1,SP_E,Used,"$34,067","$2,409",$531,Walk-In,Sold,121,STK-00651,Chevrolet,Sierra,2020,3,8.5
2025-04-25,Store 1,SP_A,Used,"$17,525","$1,113","$1,168",Facebook,Lost,89,STK-00652,Chevrolet,Accord,2022,0,8.7
2025-04-25,Store 1,SP_H,Used,"$12,066","$2,471",$461,Service Drive,Sold,84,STK-00653,Buick,Accord,2021,3,9.7
2025-04-25,Store 10,SP_H,Used,"$40,562","$1,838","$1,914",Repeat Customer,Sold,45,STK-00654,Buick,Sierra,2024,0,8.6
2025-04-25,Store 11,SP_C,New,"$24,224","$2,832","$1,011",Facebook,Lost,23,STK-00655,Chevrolet,Bronco,2025,0,8.5
2025-04-25,Store 11,SP_F,Used,"$22,350","$1,334",$316,CarGurus,Pending,108,STK-00656,Honda,Terrain,2021,0,0
2025-04-25,Store 11,SP_H,New,"$70,977","$2,713","$1,491",Email Campaign,Sold,73,STK-00657,GMC,Pilot,2025,3,9.0
2025-04-25,Store 2,SP_D,Used,"$12,892","$2,968",$881,CarGurus,Pending,120,STK-00658,Buick,F-150,2023,0,8.3
2025-04-25,Store 2,SP_F,Used,"$18,892","$1,516","$1,567",Email Campaign,Lost,90,STK-00659,GMC,Sierra,2023,0,0
2025-04-25,Store 2,SP_H,Used,"$16,867","$3,269",$403,Phone,Sold,121,STK-00660,Buick,Highlander,2021,0,8.2
2025-04-25,Store 4,SP_D,New,"$64,315","$2,071","$1,416",Email Campaign,Sold,49,STK-00661,Chevrolet,Pilot,2025,4,8.7
2025-04-25,Store 4,SP_F,Used,"$31,092","$1,708",$992,Repeat Customer,Sold,68,STK-00662,Ford,Pilot,2023,3,9.9
2025-04-25,Store 4,SP_A,New,"$61,232","$1,422","$1,169",AutoTrader,Sold,52,STK-00663,Chevrolet,Terrain,2025,0,8.8
2025-04-25,Store 4,SP_I,New,"$34,612","$2,378",$753,Facebook,Sold,83,STK-00664,Buick,Malibu,2026,0,8.6
2025-04-25,Store 4,SP_E,New,"$29,956","$2,967","$1,760",Service Drive,Sold,40,STK-00665,GMC,Equinox,2025,1,8.8
2025-04-25,Store 4,SP_D,Used,"$23,842",$731,"$1,191",Website,Pending,117,STK-00666,GMC,Traverse,2024,0,0
2025-04-25,Store 5,SP_H,Used,"$46,429","$2,921",$748,Referral,Pending,13,STK-00667,Honda,Equinox,2024,0,0
2025-04-25,Store 5,SP_A,Used,"$42,122","$1,049",$345,Referral,Pending,72,STK-00668,Chevrolet,Bronco,2023,0,0
2025-04-25,Store 5,SP_J,New,"$34,601","$2,017","$1,624",Phone,Sold,86,STK-00669,Honda,Camry,2026,3,8.8
2025-04-25,Store 6,SP_F,New,"$33,804","$3,447","$1,890",Website,Sold,130,STK-00670,Cadillac,Tahoe,2025,4,8.8
2025-04-25,Store 6,SP_E,New,"$40,892","$1,721",$547,Facebook,Sold,122,STK-00671,Ford,Camry,2024,0,9.8
2025-04-25,Store 6,SP_I,New,"$31,801","$2,823","$1,456",Service Drive,Sold,124,STK-00672,Honda,Encore,2025,1,9.2
2025-04-25,Store 6,SP_D,Used,"$12,333","$3,451","$1,038",Website,Sold,48,STK-00673,Buick,Envision,2023,2,8.3
2025-04-25,Store 8,SP_F,New,"$25,449",$525,$645,Referral,Sold,24,STK-00674,Buick,Camry,2026,4,8.4
2025-04-25,Store 8,SP_F,Used,"$25,441","$1,898","$1,752",CarGurus,Pending,17,STK-00675,Honda,Terrain,2024,0,0
2025-04-25,Store 8,SP_E,New,"$74,965",$474,$760,Repeat Customer,Pending,98,STK-00676,Chevrolet,Equinox,2025,0,0
2025-04-25,Store 8,SP_B,Used,"$33,881","$2,895",$669,CarGurus,Sold,116,STK-00677,Honda,Equinox,2023,3,9.4
2025-04-25,Store 9,SP_C,New,"$51,348","$1,198",$559,Email Campaign,Lost,111,STK-00678,Honda,XT5,2024,0,0
2025-04-25,Store 9,SP_J,Used,"$44,675","$3,629",$515,Website,Sold,30,STK-00679,Chevrolet,Accord,2023,3,9.2
2025-04-25,Store 9,SP_F,Used,"$42,445","$2,602","$2,128",AutoTrader,Sold,119,STK-00680,Ford,Envision,2021,3,8.7
2025-04-25,Store 9,SP_A,New,"$58,337",$531,"$2,110",Referral,Sold,18,STK-00681,Ford,XT5,2025,2,8.4
2025-04-26,Store 1,SP_J,Used,"$45,322","$2,045","$1,436",Referral,Sold,124,STK-00682,Ford,Envision,2022,2,8.6
2025-04-26,Store 1,SP_J,New,"$49,528",$919,$957,Email Campaign,Sold,130,STK-00683,Cadillac,Escape,2025,2,9.1
2025-04-26,Store 1,SP_A,Used,"$33,595","$2,374","$1,890",Repeat Customer,Pending,47,STK-00684,Chevrolet,Encore,2019,0,8.5
2025-04-26,Store 10,SP_B,Used,"$27,040","$2,560",$645,Repeat Customer,Sold,56,STK-00685,GMC,Escape,2019,2,8.3
2025-04-26,Store 10,SP_D,New,"$72,750","$3,433",$723,CarGurus,Sold,121,STK-00686,Chevrolet,Traverse,2026,3,9.7
2025-04-26,Store 10,SP_G,New,"$69,682","$1,776","$1,954",CarGurus,Sold,128,STK-00687,Toyota,Malibu,2026,0,8.6
2025-04-26,Store 10,SP_H,New,"$40,707","$1,110","$1,811",CarGurus,Sold,52,STK-00688,Chevrolet,Bronco,2024,3,8.9
2025-04-26,Store 11,SP_G,Used,"$42,868","$2,913","$1,533",AutoTrader,Pending,29,STK-00689,Toyota,Envision,2019,0,0
2025-04-26,Store 11,SP_I,New,"$41,894",$983,"$1,644",Facebook,Lost,90,STK-00690,Cadillac,Tahoe,2025,0,0
2025-04-26,Store 11,SP_A,New,"$42,742","$1,491","$1,967",Email Campaign,Pending,75,STK-00691,Ford,Silverado,2026,0,0
2025-04-26,Store 2,SP_E,Used,"$13,889","$1,089","$1,917",Service Drive,Pending,89,STK-00692,Cadillac,Yukon,2020,0,9.9
2025-04-26,Store 2,SP_E,New,"$52,315",$644,"$1,733",Service Drive,Sold,8,STK-00693,Buick,Yukon,2024,1,8.6
2025-04-26,Store 2,SP_F,Used,"$17,275","$2,546","$1,935",Facebook,Sold,115,STK-00694,Toyota,Bronco,2023,0,10.0
2025-04-26,Store 2,SP_E,New,"$65,538",$886,"$1,926",Service Drive,Pending,48,STK-00695,Honda,Sierra,2025,0,0
2025-04-26,Store 3,SP_F,New,"$36,210","$3,666","$2,190",Website,Sold,115,STK-00696,Honda,Silverado,2025,3,8.6
2025-04-26,Store 3,SP_C,New,"$22,788","$1,030","$1,508",Referral,Lost,13,STK-00697,Buick,Yukon,2026,0,9.7
2025-04-26,Store 4,SP_C,New,"$58,499","$1,145",$745,Referral,Sold,68,STK-00698,Cadillac,Highlander,2025,3,9.9
2025-04-26,Store 4,SP_J,New,"$37,209","$2,753","$1,033",Phone,Pending,71,STK-00699,GMC,Accord,2026,0,0
2025-04-26,Store 4,SP_C,New,"$45,621","$3,192","$2,087",Service Drive,Sold,31,STK-00700,Chevrolet,Escape,2025,2,9.2
2025-04-26,Store 5,SP_H,New,"$29,383","$3,348","$1,880",Walk-In,Pending,50,STK-00701,GMC,Traverse,2025,0,0
2025-04-26,Store 5,SP_H,Used,"$35,422","$2,922","$1,295",Repeat Customer,Sold,49,STK-00702,Toyota,Yukon,2019,4,9.3
2025-04-26,Store 6,SP_F,New,"$23,691",$520,"$1,628",Facebook,Pending,41,STK-00703,Honda,Tahoe,2026,0,9.6
2025-04-26,Store 6,SP_F,Used,"$45,667","$2,031","$1,398",Phone,Pending,56,STK-00704,Honda,Camry,2021,0,9.2
2025-04-26,Store 7,SP_C,New,"$41,650","$3,338",$944,Facebook,Sold,5,STK-00705,Cadillac,Highlander,2026,4,9.8
2025-04-26,Store 7,SP_A,Used,"$44,710",$873,$733,Phone,Lost,88,STK-00706,Buick,Equinox,2022,0,0
2025-04-26,Store 7,SP_B,New,"$37,228","$1,542","$1,276",Repeat Customer,Sold,8,STK-00707,Buick,Encore,2025,0,8.9
2025-04-26,Store 8,SP_A,New,"$49,523","$1,771","$2,184",Referral,Sold,34,STK-00708,Chevrolet,CR-V,2025,2,10.0
2025-04-26,Store 9,SP_D,New,"$25,522","$1,609","$1,902",Website,Pending,14,STK-00709,Chevrolet,Encore,2025,0,8.5
2025-04-26,Store 9,SP_I,New,"$61,414",$646,"$1,746",Website,Sold,121,STK-00710,Ford,Silverado,2025,1,9.4
2025-04-27,Store 1,SP_I,Used,"$40,519","$3,487","$1,453",Referral,Sold,104,STK-00711,Honda,F-150,2024,1,9.2
2025-04-27,Store 1,SP_J,New,"$60,755","$3,070","$2,023",Service Drive,Pending,122,STK-00712,GMC,XT5,2024,0,0
2025-04-27,Store 10,SP_I,New,"$68,699","$1,320","$2,076",CarGurus,Sold,86,STK-00713,GMC,RAV4,2026,1,8.2
2025-04-27,Store 11,SP_G,New,"$24,070","$3,619","$1,608",Phone,Sold,19,STK-00714,Ford,Tahoe,2026,1,9.8
2025-04-27,Store 11,SP_I,New,"$25,014","$3,754",$508,Phone,Lost,99,STK-00715,Cadillac,RAV4,2026,0,0
2025-04-27,Store 11,SP_F,New,"$71,673","$2,072","$1,482",Facebook,Pending,56,STK-00716,Ford,Envision,2025,0,0
2025-04-27,Store 12,SP_A,Used,"$30,819","$3,257","$1,138",Website,Sold,64,STK-00717,Ford,Tahoe,2019,1,8.1
2025-04-27,Store 12,SP_A,New,"$49,042","$1,402","$1,039",Website,Pending,83,STK-00718,Ford,Yukon,2024,0,0
2025-04-27,Store 2,SP_D,Used,"$39,048",$759,"$1,866",Repeat Customer,Sold,102,STK-00719,Toyota,CR-V,2022,3,8.2
2025-04-27,Store 2,SP_H,Used,"$26,133","$3,060","$1,662",Referral,Sold,49,STK-00720,Ford,Malibu,2021,4,9.3
2025-04-27,Store 2,SP_F,New,"$65,393",$451,$907,Phone,Sold,125,STK-00721,GMC,CR-V,2025,1,9.0
2025-04-27,Store 3,SP_F,New,"$73,198","$1,263","$1,704",Phone,Pending,105,STK-00722,Ford,Sierra,2025,0,0
2025-04-27,Store 3,SP_C,Used,"$44,908","$2,798",$324,Service Drive,Sold,115,STK-00723,Cadillac,Escape,2021,3,8.5
2025-04-27,Store 4,SP_H,New,"$22,657","$2,763","$1,672",Website,Sold,26,STK-00724,Toyota,Bronco,2025,1,8.4
2025-04-27,Store 5,SP_A,New,"$63,759","$3,660","$2,130",Facebook,Sold,64,STK-00725,Ford,XT5,2024,3,9.4
2025-04-27,Store 5,SP_D,Used,"$45,488","$2,162",$766,Email Campaign,Lost,99,STK-00726,Cadillac,Equinox,2020,0,0
2025-04-27,Store 5,SP_A,New,"$40,919","$1,135","$1,121",Referral,Lost,94,STK-00727,Cadillac,Accord,2024,0,0
2025-04-27,Store 6,SP_I,Used,"$31,820","$2,940","$1,889",Website,Sold,58,STK-00728,GMC,Yukon,2023,2,8.7
2025-04-27,Store 6,SP_I,New,"$65,921","$1,320","$1,238",AutoTrader,Sold,90,STK-00729,Ford,Pilot,2025,3,8.4
2025-04-27,Store 6,SP_D,New,"$74,848","$3,117","$1,683",CarGurus,Lost,101,STK-00730,Ford,Envision,2024,0,9.9
2025-04-27,Store 7,SP_J,New,"$69,180","$2,414","$1,627",Repeat Customer,Lost,19,STK-00731,Buick,Yukon,2025,0,0
2025-04-27,Store 7,SP_J,Used,"$43,008","$3,650","$1,935",Phone,Pending,78,STK-00732,Chevrolet,Bronco,2023,0,0
2025-04-27,Store 7,SP_A,Used,"$38,275","$1,786",$957,Referral,Sold,38,STK-00733,Buick,F-150,2021,4,8.6
2025-04-27,Store 7,SP_G,New,"$66,970",$811,"$1,171",Walk-In,Lost,49,STK-00734,Chevrolet,Sierra,2024,0,9.7
2025-04-27,Store 7,SP_D,Used,"$27,827","$1,964","$2,117",AutoTrader,Sold,56,STK-00735,Honda,CR-V,2022,3,9.1
2025-04-27,Store 8,SP_G,New,"$65,418",$578,$612,Service Drive,Sold,120,STK-00736,Buick,Escape,2025,2,9.8
2025-04-27,Store 8,SP_J,New,"$24,214","$2,717",$496,Repeat Customer,Sold,116,STK-00737,Toyota,Sierra,2026,3,8.5
2025-04-27,Store 8,SP_A,Used,"$24,251","$1,582","$1,712",Repeat Customer,Lost,55,STK-00738,Cadillac,Malibu,2023,0,0
2025-04-27,Store 8,SP_B,Used,"$22,176",$793,$800,Phone,Pending,85,STK-00739,Cadillac,Camry,2022,0,8.5
